OBJECTID,WD21CD,WD21NM,WD21NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,SHAPE_Length,SHAPE_Area
7497,W05000163,Llanrhaeadr-yng-Nghinmeirch,Llanrhaeadr-yng-Nghinmeirch,301419,359313,-3.47454,53.121861,{C99931EC-E83D-40D3-9532-240AD55F88CA},69620.44207,110957814.2
7498,W05000164,Prestatyn Central,Prestatyn - Canol,306548,382207,-3.40464,53.32851,{61A10679-A391-4D57-89E5-1EF6A2725415},6318.844528,1530282.968
7499,W05000165,Prestatyn East,Prestatyn - Dwyrain,307684,383246,-3.3878901,53.338051,{10143FCC-44B2-4ABA-9D0C-C6F8F0FAE3BC},11758.99018,5851586.378
7500,W05000166,Prestatyn Meliden,Prestatyn Allt Melyd,306329,381082,-3.4075999,53.318359,{5F20CBFE-BA8F-40F3-956F-39B754CB0AFE},7108.12573,1574419.335
7501,W05000167,Prestatyn North,Prestatyn - Gogledd,305283,383032,-3.4238801,53.335701,{E9B82F09-0C6D-4428-913E-CA342F6C47E3},6659.181759,1852744.219
7502,W05000168,Prestatyn South West,Prestatyn - De Orllewin,304847,381564,-3.42998,53.32243,{98CD171B-D5A3-4EE4-9766-F2BFF192D595},8181.301674,2561157.954
7503,W05000169,Rhuddlan,Rhuddlan,303026,378505,-3.4563701,53.294609,{946AD22D-0FA8-4C60-B581-AC5B7DE23B4A},22337.33603,9761570.689
7504,W05000170,Rhyl East,Rhyl - Dwyrain,302143,382099,-3.4707301,53.32674,{D9C6FCF7-F8F7-4179-BDD9-4EC5494DAF5E},7474.911681,1701680.177
7505,W05000171,Rhyl South,Rhyl - De,301766,379688,-3.4756401,53.305012,{7D079BAE-4718-4ED5-AF49-63744BC8FB1C},9322.470468,2820020.57
7506,W05000172,Rhyl South East,Rhyl - De Ddwyrain,303188,381214,-3.4547701,53.318981,{2B13CB99-A3E3-418F-A7F0-E90BFD2F7782},11243.66751,3746193.83
7507,W05000173,Rhyl South West,Rhyl - De-Orllewin,300826,380489,-3.48999,53.312031,{7802DE6A-4160-4F37-A423-E9D47997FF02},8230.651936,1843548.275
7508,W05000174,Rhyl West,Rhyl - Gorllewin,300424,381113,-3.4962201,53.317558,{5A9362E7-41A1-4F18-9920-388AB4DBCFC3},5365.140362,1117615.729
7509,W05000175,Ruthin,Rhuthun,312075,357928,-3.31498,53.111271,{27C02021-C0BF-4B0F-86E5-EF0FF5F852D4},17107.84628,8175401.429
7510,W05000176,St. Asaph East,Llanelwy - Dwyrain,304180,373799,-3.43765,53.252529,{B7893474-0911-441E-80D7-38D1D812DEB1},13276.15137,3672033.887
7511,W05000177,St. Asaph West,Llanelwy - Gorllewin,302851,374223,-3.45769,53.2561,{3379AE3F-F40D-40D0-950C-20CC40DD6C22},9632.782536,2774117.783
7512,W05000178,Trefnant,Trefnant,303928,371161,-3.44063,53.228779,{04BACFAD-D06A-4665-B6E3-D76D0BFEAFAE},36388.39749,25521138.96
7513,W05000179,Tremeirchion,Tremeirchion,307541,374977,-3.38763,53.26371,{410AD863-4822-43C9-9A78-AC0722767CB5},41767.32205,44931726.64
7514,W05000180,Argoed,Argoed,326131,363531,-3.1063299,53.163769,{F14D0600-E36F-4566-B750-24C4AACF256A},10907.59704,3594306.453
7515,W05000181,Aston,Aston,329928,367421,-3.0504,53.199242,{71644EE3-D792-4E50-B92E-2554285D5B22},11184.8888,3384421.292
7516,W05000182,Bagillt East,Bagillt - Dwyrain,322455,374311,-3.1639299,53.26012,{9801F140-FA0D-46CC-AF58-036518F10038},9045.459564,3411115.135
7517,W05000183,Bagillt West,Bagillt - Gorllewin,320876,375469,-3.18788,53.270302,{4E184394-53AF-4E48-ABD8-367391120F49},13650.37273,5976685.974
7518,W05000186,Brynford,Brynffordd,318178,373746,-3.22788,53.254398,{7F4911B1-2260-4D3A-A7EA-E79E8F005E76},20706.78285,12063548.04
7519,W05000187,Buckley Bistre East,Bwcle Dwyrain Bistre,328576,362898,-3.0696299,53.158409,{E0110D45-1787-4786-86C5-AFEF55F721EA},8406.631437,3154992.881
7520,W05000188,Buckley Bistre West,Bwcle Gorllewin Bistre,327481,363257,-3.0860801,53.161491,{A621750C-1738-4B5B-9F74-E50330597494},5627.095826,1374239.403
7521,W05000189,Buckley Mountain,Mynydd Bwcle,327364,365483,-3.08834,53.18148,{DB3BA561-48CC-40F7-9184-38D0DA5D4A6C},10599.33203,3522981.39
7522,W05000190,Buckley Pentrobin,Bwcle Pontrobin,328810,364541,-3.0664899,53.17321,{732283F5-64BC-467E-AF93-DD5450A1AD24},7310.820358,2539459.014
7523,W05000191,Caergwrle,Caergwrle,330548,357432,-3.03895,53.10955,{52473F12-AA53-4C20-AD0C-A01395A16011},5670.547707,1164661.532
7524,W05000192,Caerwys,Caerwys,315577,371630,-3.2663,53.234982,{B408D944-6C4B-40EB-A396-1E57A43D0C1D},38851.95335,37346311.92
7525,W05000193,Cilcain,Cilcain,317655,366040,-3.2337301,53.18507,{C138DF17-DC95-46DA-A63C-211417F09F0A},37859.93821,39876178.58
7526,W05000194,Connah's Quay Central,Cei Connah - Canol,330125,371662,-3.0483799,53.237381,{2151640A-AD67-4086-A159-C897B72AA85C},13054.25424,3796074.281
7527,W05000195,Connah's Quay Golftyn,Cei Connah - Golftyn,327853,370100,-3.0820701,53.223042,{50109454-52EA-41CD-88B9-7426098B5A78},29181.12172,8649462.19
7528,W05000196,Connah's Quay South,Cei Connah - De,328395,368393,-3.07357,53.207771,{E2E2815C-D6DB-46B2-B270-77BAECA5301F},8284.714515,2570206.482
7529,W05000197,Connah's Quay Wepre,Cei Connah Gwepre,331188,371913,-3.0325201,53.23978,{D628C90C-CF37-4A99-8704-FF12C5BD9C20},13896.84577,4095676.067
7530,W05000198,Ewloe,Ewlo,329533,365675,-3.0559299,53.183498,{6DFD35FD-65CB-417F-86A1-C715CC2F3830},12691.37308,6256009.441
7531,W05000199,Ffynnongroyw,Ffynongroyw,311802,384081,-3.3262999,53.346249,{35D34381-8F74-4C32-9866-1E63D4E8D1F4},22257.3702,9275082.549
7532,W05000200,Flint Castle,Y Fflint - Castell,324719,373022,-3.1296899,53.248859,{DE9FA903-7899-46E7-9BB0-0B4B92C38605},23615.11384,1607250.205
7533,W05000201,Flint Coleshill,Y Fflint - Cwnsyllt,323071,372508,-3.1542599,53.244011,{C6C2A470-09E0-4CE1-BB9F-9B621F0A65F6},12161.29978,5495347.399
7534,W05000202,Flint Oakenholt,Y Fflint - Oakenholt,326083,370788,-3.1087301,53.228981,{47B30CE7-C6DC-4815-802C-BD73FEB50FF2},59038.14885,9446138.804
7535,W05000203,Flint Trelawny,Y Fflint - Trelawny,324261,371068,-3.13609,53.231239,{52329DE9-E6EF-49C3-ABE4-0A72653E40E7},10668.90557,4172619.085
7536,W05000204,Greenfield,Maes-glas,318926,377632,-3.21767,53.28944,{9BFB610F-9CEF-4D00-91F8-FEC59E10705E},10428.43326,4626553.032
7537,W05000205,Gronant,Gronant,310368,383021,-3.3475299,53.336491,{24823754-34AE-4565-90DF-5A52CE799A7C},13144.02473,5236088.253
7538,W05000206,Gwernaffield,Gwernaffield,320829,364949,-3.1859701,53.175751,{452D6367-ECE2-445D-B422-3EC982F10005},15455.87075,7550660.856
7539,W05000207,Gwernymynydd,Gwernymynydd,322298,360712,-3.1629701,53.137878,{5E394874-E6E0-4D2A-96E1-A5808586CB4E},25277.31011,17757520.89
7540,W05000209,Hawarden,Penarlâg,331937,365086,-3.01984,53.17852,{B4CA2B26-238E-4D26-A434-D332D90E913F},12143.31189,3236002.642
7541,W05000211,Holywell Central,Treffynnon - Canol,318725,376006,-3.2202599,53.274799,{89450343-B09B-4149-8AD9-3B183FA7094C},5178.768493,939220.1846
7542,W05000212,Holywell East,Treffynnon - Dwyrain,319786,376384,-3.2044499,53.278351,{F4F065D3-D2C2-45D2-86EB-ABF9122A9611},7148.677349,1356892.861
7543,W05000213,Holywell West,Treffynnon - Gorllewin,318314,375356,-3.2262599,53.26889,{3253F146-570C-4E65-A087-AC4D8DE90BF4},12215.79538,2653298.014
7544,W05000216,Llanfynydd,Llanfynydd,328210,356460,-3.0736599,53.100498,{67236647-9A9D-43A5-B5D6-4D22FCE9AFB2},29873.84586,19470012.55
7545,W05000217,Mancot,Mancot,332817,366065,-3.00688,53.187431,{085C17B2-EAAC-4AEC-8D88-0FB0082EFB3B},9400.784569,4451598.772
7546,W05000218,Mold Broncoed,Yr Wyddgrug - Broncoed,324043,363373,-3.1375201,53.162048,{01490310-4EFC-4B70-8B10-2CA8FA079771},5747.609855,1264416.129
7547,W05000220,Mold South,Yr Wyddgrug - De,322982,363336,-3.1533699,53.161572,{2C9FC3F7-20B2-48A9-B670-122B4CC5AA36},7041.025884,1536707.043
7548,W05000221,Mold West,Yr Wyddgrug - Gorllewin,323150,364546,-3.15115,53.172459,{DE696F2E-FD0C-475E-9660-5461D289617D},5501.988727,1299685.15
7549,W05000222,Mostyn,Mostyn,315467,379773,-3.2701099,53.30814,{D2DFFC7A-589E-4CF8-B023-A6950DD0F5A0},20524.63203,11840134.73
7550,W05000223,New Brighton,Pentre'r Diawl,325610,364802,-3.1144199,53.175121,{6D3BDB67-95C1-4BA6-BACA-B5E5659B4696},9923.466005,2730527.908
7551,W05000224,Northop,Llaneurgain,325049,367874,-3.1235299,53.202641,{24A7E58C-CDCA-4E2A-95A6-D48330B1049D},19776.87272,11382729.27
7552,W05000225,Northop Hall,Pentre'r Moch,326849,367778,-3.09657,53.20203,{A5060447-4A3F-4CF4-8B14-7F65B197333C},11118.07163,3525674.957
7553,W05000227,Queensferry,Queensferry,333528,367325,-2.9965,53.198841,{E061B8DF-4E01-491D-8A74-CFC27C1F0669},11222.45833,4106851.885
7554,W05000228,Saltney Mold Junction,Saltney Cyffordd yr Wyddgrug,336446,365660,-2.9525001,53.184231,{95141112-2E00-496F-B247-75F73A6A3873},9951.121906,2395989.693
7555,W05000229,Saltney Stonebridge,Saltney Stonebridge,337561,364400,-2.93557,53.173038,{03185B0C-6A1A-4101-920B-60F0A3AF4D26},5201.782755,1189267.682
7556,W05000230,Sealand,Sealand,334210,368881,-2.9866199,53.21291,{25E7CB9A-4021-4D68-8B91-B4650BAB5994},22494.79651,19996002.65
7557,W05000231,Shotton East,Shotton - Dwyrain,331081,368655,-3.0334101,53.21048,{4AE467FD-8BF2-4F53-A621-5AAE5366BAEA},4528.789372,749488.0976
7558,W05000232,Shotton Higher,Shotton Uchaf,330965,368058,-3.0350201,53.205101,{CC1D8683-E47A-4640-B096-21AB014BA4F1},3749.360405,725087.1034
7559,W05000233,Shotton West,Shotton - Gorllewin,330402,368727,-3.0435901,53.21104,{704B7359-AA11-4C52-94E5-016E0E0AADE7},5216.821296,881272.5102
7560,W05000234,Trelawnyd and Gwaenysgor,Trelawnyd a Gwaenysgor,310392,380159,-3.34636,53.310768,{4C8F07E5-7302-4717-96FB-A22605EF665A},26277.31869,17964723.32
7561,W05000235,Treuddyn,Treuddyn,324450,357196,-3.1299701,53.10659,{1C408BBB-633A-4ADC-B209-01E791B77667},23993.24397,14634026.94
7562,W05000236,Whitford,Chwitffordd,312725,377662,-3.3106699,53.288719,{E7D6DAE9-3F41-49BA-83B0-CAF0996D553B},25637.60419,21427190.94
7563,W05000237,Acton,Acton,334229,351943,-2.9828501,53.06068,{1BCEAB66-A500-4166-8D60-7737F5B7FDE4},3908.34713,884092.0244
7564,W05000238,Borras Park,Parc Borras,334800,352226,-2.97439,53.06329,{53F31FC0-2506-4991-8CD0-D78E6BD84810},3668.851954,610467.5737
7565,W05000239,Bronington,Bronington,347115,342453,-2.7890301,52.97681,{D44AB9C9-8D5C-43FF-B737-7E5EAB7E9D0E},70786.92203,64808017.28
7566,W05000241,Brynyffynnon,Brynyffynnon,332305,350273,-3.0112,53.045429,{7F378035-EB80-40B3-850C-D8A76E892BEB},7889.255144,2469065.614
7567,W05000244,Cefn,Cefn,326827,343956,-3.09146,52.98793,{02068DF8-3F88-469E-9F2D-B9727A4AAFCB},19915.26099,7624854.393
7568,W05000245,Dyffryn Ceiriog/Ceiriog Valley,Dyffryn Ceiriog,317054,335462,-3.2348399,52.910172,{6899DE96-E112-475B-BF3F-9BC6B04142DE},56523.04617,113397563
7569,W05000246,Chirk North,Y Waun - Gogledd,329795,340231,-3.0464499,52.954849,{0733AA93-94E4-40D3-9297-CE1EF14DA23D},16229.70583,5536752.057
7570,W05000247,Chirk South,Y Waun - De,328114,338881,-3.0711701,52.94249,{53AF5436-842B-4760-81B3-DE8B14C6A566},23833.70735,13549800.94
7571,W05000249,Erddig,Erddig,333449,349154,-2.9939101,53.035519,{291616AB-A7FA-4CCC-86DF-790F6AD6888A},5644.306138,903800.9472
7572,W05000250,Esclusham,Esclusham,331401,349064,-3.02443,53.034451,{4BEEF07A-ECCF-493D-BC3F-F356A3886A4E},9713.273812,2204028.376
7573,W05000251,Garden Village,Garden Village,333546,352299,-2.9931099,53.063801,{E37A8B0F-C7A8-4B12-AEFC-5BEA83A4606F},4005.607843,563513.5867
7574,W05000253,Grosvenor,Grosvenor,333104,351060,-2.99945,53.052601,{B7F4FDE3-F094-41F5-BA53-A218A66E6D0A},5000.705885,1045178.57
7575,W05000254,Gwenfro,Gwenfro,330317,351637,-3.0411501,53.05743,{5169C9E2-4E7B-4C1E-BFD3-9C22C2A8FDDE},5628.90599,896168.3255
7576,W05000256,Gwersyllt North,Gwersyllt - Gogledd,330999,354787,-3.0316501,53.085831,{CB9B5BE4-0C5B-4D3A-AB14-0A04AB84692B},8203.167841,2254432.332
7577,W05000257,Gwersyllt West,Gwersyllt - Gorllewin,331532,352573,-3.0232201,53.066002,{D36E54F6-BB41-4F4D-9FF4-279860AB5542},6948.523528,1661347.205
7578,W05000258,Hermitage,Hermitage,334027,349219,-2.9853001,53.036171,{001412D9-6041-4DCE-B3DD-19815E206476},4010.189711,689860.2387
7579,W05000260,Johnstown,Johnstown,330272,345828,-3.04056,53.005219,{3D381D56-F0AB-470E-994C-57493EEDF9A7},5054.398975,1081984.07
7580,W05000261,Little Acton,Little Acton,334027,352683,-2.9860201,53.06731,{EFF4ED24-28F9-46A0-A92B-B5B4DFDDF139},3478.006967,528077.416
7581,W05000262,Llangollen Rural,Llangollen Wledig,326209,342894,-3.10042,52.978298,{23DDB9B8-E6F5-4E92-A274-28743D8099F7},18514.58445,5328367.413
7582,W05000263,Llay,Llai,333204,355370,-2.9988599,53.091351,{4EC0BA45-8448-41C4-AB17-6A702BDB0B39},15261.24874,9088499.22
7583,W05000264,Maesydre,Maes-y-dre,334018,350930,-2.98579,53.051552,{C214DCE9-5908-4CDB-9BDD-90105D0EAAD0},3673.874972,674437.4934
7584,W05000265,Marchwiel,Marchwiel,335581,345251,-2.96134,53.000702,{BA559475-0FF8-4495-8A38-2D462D13CF48},48432.75308,37693673.49
7585,W05000266,Marford and Hoseley,Marford a Hoseley,336263,355181,-2.95315,53.090031,{80AE503F-2580-4623-B1A1-D2A20ACC0492},8215.315929,3139073.545
7586,W05000268,New Broughton,New Broughton,331389,351254,-3.02507,53.054131,{C3B0354D-F82C-47F6-83A6-D6CD76D1CCC5},8191.216311,1704447.201
7587,W05000269,Offa,Offa,332788,349515,-3.00384,53.038681,{6B818200-437B-4135-80B6-2C5E6C341391},5543.600747,795462.6289
7588,W05000270,Overton,Owrtyn,345116,338844,-2.8181901,52.944172,{D09D62AB-5D35-4172-BDC1-26CA7499CA15},54776.79193,55261409.97
7589,W05000271,Pant,Pant,329271,345925,-3.05549,53.005959,{FE4FE1C9-84FB-477F-9030-17B4E3D49E07},4070.023824,728702.7183
7590,W05000272,Penycae,Pen-y-cae,327671,346152,-3.07939,53.007778,{300057DF-F51A-4F61-97A8-DC0C3AD88417},9295.069212,1541368.024
7591,W05000273,Penycae and Ruabon South,Penycae a De Rhiwabon,327884,344833,-3.0759201,52.99596,{5B5DFDF2-5722-4916-819F-F793A5F26669},44355.75976,31834043.25
7592,W05000274,Plas Madoc,Plas Madoc,328798,343221,-3.06195,52.98159,{DB7E5611-6983-4797-A1E4-B13DC7CA8A5E},3139.978133,412455.3921
7593,W05000275,Ponciau,Ponciau,328672,348290,-3.06494,53.02713,{1C51E9D7-5574-4831-B869-F975014AC31F},27541.50146,18632851.54
7594,W05000276,Queensway,Queensway,335011,349817,-2.9707501,53.041672,{0CA3AE95-55C6-41B2-ACF7-96614FEE7EF5},3286.62643,492674.1819
7595,W05000278,Rossett,Yr Orsedd,337297,356901,-2.93805,53.10561,{CE3B2D7D-0877-4413-ABAD-84E4D9132A97},31741.75,25568995.87
7596,W05000279,Ruabon,Rhiwabon,331687,344904,-3.01928,52.997101,{A82465EC-DA5B-4BFF-A9AF-5166642F82CE},17043.23315,8889405.04
7597,W05000280,Smithfield,Smithfield,334094,350270,-2.98452,53.045631,{50C4267D-2642-47FE-81DB-C70E5B8127D9},3551.467002,576382.2787
7598,W05000281,Stansty,Stansty,333149,352175,-2.9990101,53.06263,{4F8C1EDA-605E-489B-85CA-89EF7C2BDCF6},4008.359842,590157.172
7599,W05000283,Wynnstay,Wynnstay,334629,350606,-2.9766099,53.04871,{E533B3EE-5D75-47CD-B2CA-A2D781F8AD47},2879.756152,471893.3514
7600,W05000284,Aber-craf,Aber-craf,280932,212426,-3.72806,51.797771,{04E9293A-C02C-429C-81FE-D467EF23DED7},18025.88096,9613294.708
7601,W05000285,Banwy,Banwy,299087,311074,-3.49438,52.687931,{E4E30C95-32E6-4A47-99E5-9689025EAA6E},62603.18897,153236904
7602,W05000286,Beguildy,Bugeildy,312697,277981,-3.28438,52.392872,{1A0018B5-DE8D-49C0-8090-2A4376674599},88076.46317,193010518.6
7603,W05000287,Berriew,Aberriw,315868,300330,-3.2434399,52.594238,{038905DA-0447-42F8-BA6E-EFBE5CC860FF},39377.76903,47195521.88
7604,W05000288,Blaen Hafren,Blaen Hafren,290089,284783,-3.6187201,52.449921,{FEAD3207-8B5C-404C-8FBE-8AD7D56BD209},98186.35231,268990725.2
7605,W05000289,Bronllys,Bronllys,307378,241043,-3.3524001,52.060001,{5319D7B9-1B76-4BEB-968A-1866F539AD42},61647.21239,70027274.64
7606,W05000290,Builth,Llanfair-ym-Muallt,303831,250535,-3.4068,52.144711,{AB1DDF0C-9E54-49A4-BBB5-0FFB63FFDC0A},10399.05278,2995727.359
7607,W05000291,Bwlch,Bwlch,317489,223334,-3.20069,51.90242,{A6F7B31F-ADB9-4A94-8509-EF4F15D20895},34828.63655,44983213.8
7608,W05000292,Caersws,Caersws,297302,296657,-3.5163,52.558041,{F5EE3463-A3D2-4DCF-AE46-AADA950ACEBF},51891.23005,90759788.67
7609,W05000293,Churchstoke,Yr Ystog,328772,293249,-3.05146,52.53244,{FB724C59-5EB6-48E3-B9D6-80AB45487CBB},45135.61128,50118698.35
7610,W05000294,Crickhowell,Crughywel,324277,223549,-3.1020899,51.905312,{752F577A-EE08-4A19-B87D-D29983A4953F},54283.44245,76775256.32
7611,W05000295,Cwm-twrch,Cwm-twrch,277053,212347,-3.78426,51.796219,{EB22E7D8-F09E-4EEB-9801-D8D396F2B9C4},25594.2655,13083372.66
7612,W05000296,Disserth and Trecoed,Dyserth a Thre-coed,304753,257279,-3.39522,52.205479,{54498A19-E0E9-4200-9EA6-F08F55D4553E},34637.65198,31207218.49
7613,W05000297,Dolforwyn,Dolforwyn,315110,295861,-3.25348,52.553959,{3816946F-DED1-4728-96F8-DFE4C58475FC},51199.90517,47809991.44
7614,W05000298,Felin-fâch,Felin-fâch,307372,234313,-3.3506601,51.999512,{51EC6E62-E0ED-4746-A29E-3D4006E71575},57152.24275,94688482.57
7615,W05000299,Forden,Ffordun,324167,303207,-3.1216099,52.621319,{DF026E11-67FE-4310-BA80-1BF3EC7FB5F7},37694.98428,34883288.26
7616,W05000300,Glantwymyn,Glantwymyn,278842,299509,-3.78951,52.579861,{2F37264C-FAC7-4073-9E05-709D7D1CC234},106818.0024,221742741.8
7617,W05000301,Glasbury,Y Clas-ar-wy,315429,244942,-3.23596,52.096329,{0C54ECE7-E91B-4A9F-8B3B-7395AA6E8B26},57645.39331,127014650.2
7618,W05000302,Guilsfield,Cegidfa,316786,309257,-3.2321401,52.67461,{279BE157-AA01-4B83-8C89-FD1B2B22AFAD},58169.17743,57865531.38
7619,W05000303,Gwernyfed,Gwernyfed,321373,237621,-3.1475201,52.031399,{30F56DA1-17E7-40F6-8C69-536598A53D5C},44670.17961,69880594.22
7620,W05000304,Hay,Y Gelli Gandryll,322505,241957,-3.13201,52.070541,{E149EDAD-DFB0-4433-9BD6-A67069A81F95},6837.123899,1642917.718
7621,W05000305,Kerry,Ceri,315083,288240,-3.25193,52.485458,{871B499E-D174-49C1-A238-3E8EBF0989DE},58811.51857,88433175.81
7622,W05000306,Knighton,Tref-y-clawdd,329979,271594,-3.02912,52.337952,{2D158C13-5287-486F-A881-38D5DD266F3B},31456.12331,25798206.8
7623,W05000307,Llanafanfawr,Llanafan Fawr,293940,258606,-3.5538099,52.215431,{7643EC03-7826-4D59-A1ED-0F7ADE259542},112002.4828,223560254.8
7624,W05000308,Llanbadarn Fawr,Llanbadarn Fawr,311844,263298,-3.2930501,52.260761,{B685C8BD-E7A1-4CAA-B9B0-78FB434FC428},44539.88263,51742808.33
7625,W05000309,Llanbrynmair,Llanbryn-mair,289763,303182,-3.6296301,52.6152,{36B81C14-F1F8-493B-AE36-CD0F3AC88AAC},72660.43078,129512778.3
7626,W05000310,Llandinam,Llandinam,302854,285239,-3.4310901,52.45644,{0F19492E-F4A8-47DE-BE4E-4985DA9C13A5},58008.50583,96767872.6
7627,W05000311,Llandrindod East/Llandrindod West,Llandrindod - Dwyrain/Llandrindod - Gorllewin,305745,261339,-3.38184,52.242142,{C34590A5-CF4A-42F5-A5B7-28D46D9496EE},5911.644806,1014102.767
7628,W05000312,Llandrindod North,Llandrindod - Gogledd,307135,262418,-3.3617899,52.252079,{14F16C7B-13BC-457A-8C1C-BEED32737162},10647.91823,3529306.441
7629,W05000313,Llandrindod South,Llandrindod - De,306657,260675,-3.36831,52.236328,{638A2946-2C37-4D07-B26C-26E04005EBCD},16472.66838,8137744.845
7630,W05000314,Llandrinio,Llandrinio,328835,315218,-3.05527,52.729912,{8951AD62-160F-4C6D-8005-0809D8CC15E5},48744.12422,44085323.85
7631,W05000315,Llandysilio,Llandysilio,325955,319911,-3.0989699,52.771702,{1D7783CA-F4E3-4FA3-B6A7-73C199881A2E},36323.07889,18882570.87
7632,W05000316,Llanelwedd,Llanelwedd,309847,252617,-3.3194599,52.16444,{E1716A57-A47F-4D51-AAAD-120504A203FF},62605.90659,118056941.2
7633,W05000317,Llanfair Caereinion,Llanfair Caereinion,308218,307280,-3.3582799,52.65546,{C2CD1F23-BC19-4CCF-93B4-4A661151179E},45384.1826,61986551
7634,W05000318,Llanfihangel,Llanfihangel,307907,314617,-3.3649299,52.721352,{DBC97D42-C0C9-4F39-A91E-50AC8FB054D2},54535.53581,75212096.42
7635,W05000319,Llanfyllin,Llanfyllin,311201,320470,-3.31776,52.774502,{BFC3DAFF-AD60-4D7C-BD4B-AC6493217995},35490.11254,41757465.04
7636,W05000320,Llangattock,Llangatwg,319463,216632,-3.17044,51.842461,{9B1488C8-EC78-498E-B4D5-6269A39921DE},24936.20181,31405021.59
7637,W05000321,Llangors,Llan-gors,313485,227162,-3.25983,51.936218,{1F71B7EA-5625-4606-8E6B-CBD9BD1CE9CE},33590.22036,36935271.94
7638,W05000322,Llangunllo,Llangynllo,318561,269622,-3.1961901,52.318642,{61ABF3EA-85F5-46A0-8136-A8AE7039CB4C},83237.3144,131065078.3
7639,W05000324,Llanidloes,Llanidloes,295300,284666,-3.5420401,52.44989,{F5587278-888D-45BE-9392-CBDB22DABA11},12952.06381,5456743.385
7640,W05000325,Llanwddyn,Llanwddyn,300386,323137,-3.4788401,52.796581,{A8AF3165-1D18-40C9-B1DB-D46F501207B7},61914.50562,167422385.1
7641,W05000326,Llanrhaeadr-ym-Mochnant/Llansilin,Llanrhaeadr-ym-Mochnant/Llansilin,314796,327993,-3.2664499,52.84269,{B1F50C06-C28F-463A-8742-2949AB9FC670},76744.2359,147261095.7
7642,W05000327,Llansantffraid,Llansanffraid,319997,320110,-3.18731,52.77264,{DF2F4CA8-92D0-4FDD-A3BE-6ED1B86AC230},40138.91646,41825008.57
7643,W05000328,Llanwrtyd Wells,Llanwrtyd,289070,249348,-3.62204,52.131271,{64224FFB-04C2-4772-A944-E30DBC9F1B50},92589.5816,239671428
7644,W05000329,Llanyre,Llanllwr,303031,261387,-3.4215901,52.2421,{A7A3F5AA-9CC6-4D6C-B189-E697A06C745D},34144.4478,29858868.26
7645,W05000330,Machynlleth,Machynlleth,274588,300698,-3.8527,52.589581,{F82E2EB7-A8A0-4E66-8793-53E74495E759},12859.81051,5066105.142
7646,W05000331,Maescar/Llywel,Maes-car/Llywel,287912,227934,-3.6319201,51.938591,{668B60CB-CD4C-4E88-AF63-489348E8650C},95712.69238,254408943.7
7647,W05000332,Meifod,Meifod,316678,314001,-3.2349401,52.717232,{8F9F9371-D95A-4E88-B6E3-9247E42B6FA3},49889.07581,60401509.69
7648,W05000333,Montgomery,Trefaldwyn,321875,296914,-3.15398,52.56443,{2553013A-9E3F-4FD2-88ED-C9325AD2AF3A},23371.21053,17578440.75
7649,W05000334,Nantmel,Nantmel,300499,270799,-3.4614401,52.326241,{861731CA-C7B4-4171-AB46-489117A937EB},79833.76523,187514758.3
7650,W05000335,Newtown Central,Y Drenewydd - Canol,310100,291046,-3.32605,52.50988,{C1518C65-8F92-46A0-8C70-20862F064014},5240.062006,904220.5294
7651,W05000336,Newtown East,Y Drenewydd - Dwyrain,311833,290949,-3.3004999,52.509289,{718E10B1-11B0-45C4-B4F3-A762C87C2CB3},16994.7904,7978516.897
7652,W05000337,Newtown Llanllwchaiarn North,Y Drenewydd Gogledd Llanllwchaearn,312385,293300,-3.29299,52.53051,{C69DD86D-F598-4062-820C-359CB2EE66D0},13528.16472,6768683.57
7653,W05000338,Newtown Llanllwchaiarn West,Y Drenewydd Gorllewin Llanllwchaearn,309214,292542,-3.33951,52.52317,{F5179C95-4CFE-4C45-B1B6-9BE0492B546E},16289.89819,8156226.64
7654,W05000339,Newtown South,Y Drenewydd - De,309757,289993,-3.3308201,52.500351,{A337FB70-34BF-4E25-A574-B86108898354},8516.036633,3005643.649
7655,W05000340,Old Radnor,Pencraig,322205,256929,-3.1398101,52.205078,{2CA2B5B3-4755-4C3B-806E-424596EC0217},81817.21975,153565909
7656,W05000341,Presteigne,Llanandras,331387,268308,-3.0077901,52.30859,{F17517ED-F230-48CC-A360-830B2B56D38E},38173.573,24950428.72
7657,W05000342,Rhayader,Rhaeadr Gwy,288671,269583,-3.6345301,52.313042,{784283F6-0DA0-4E3A-A602-D56124DA06BC},68163.05417,139470589.1
7658,W05000343,Rhiwcynon,Rhiwcynon,306814,297708,-3.3763299,52.569199,{38D4DE0D-4A9A-467B-A912-673E35B62009},71516.39079,109226314.1
7659,W05000344,St. David Within,St. David Fewnol,303419,227940,-3.40643,51.941551,{D8DA82C5-B232-40FC-A594-1BD5E6271985},10701.47932,3239743.485
7660,W05000345,St. John,St. John,304062,229502,-3.3975101,51.9557,{703313E0-8EAF-4367-94C1-2C85C05734E7},8976.169278,2300353.518
7661,W05000346,St. Mary,St. Mary,305761,228666,-3.37257,51.948479,{EE934462-5386-4A7E-B44F-F48F78A06430},11205.05781,5557994.201
7662,W05000347,Talgarth,Talgarth,317733,230877,-3.1989501,51.970261,{47273D2A-4DC8-4D8B-B10B-F6DBDC463415},42186.30305,55272855.31
